ticket_id,customer_id,created_date,category,priority,status,resolved_date,resolution_hours,satisfaction_score,agent_id
TKT100263,11120,2024-06-05 00:00:00,Shipping,Low,Closed,2024-06-08 23:00:00,95,1,AGT013
TKT100264,18181,2024-08-14 00:00:00,Order Issue,High,In Progress,,,,AGT003
TKT100265,10817,2024-09-09 00:00:00,Technical,Medium,In Progress,,,,AGT008
TKT100266,11484,2024-07-14 00:00:00,Order Issue,Low,Closed,2024-07-15 08:00:00,32,3,AGT020
TKT100267,13367,2024-03-28 00:00:00,Product Query,Urgent,Closed,2024-03-28 04:00:00,4,5,AGT015
TKT100268,14911,2024-08-10 00:00:00,Payment,Medium,Closed,2024-08-11 12:00:00,36,5,AGT011
TKT100269,12224,2024-09-25 00:00:00,Order Issue,High,Resolved,2024-09-25 10:00:00,10,,AGT001
TKT100270,14273,2024-05-21 00:00:00,Shipping,High,Closed,2024-05-21 18:00:00,18,5,AGT014
TKT100271,15436,2024-06-16 00:00:00,Product Query,Low,Closed,2024-06-21 17:00:00,137,1,AGT016
TKT100272,11390,2024-01-29 00:00:00,Order Issue,Medium,Closed,2024-01-30 06:00:00,30,3,AGT016
TKT100273,12656,2024-08-31 00:00:00,Technical,Low,Resolved,2024-09-04 18:00:00,114,,AGT010
TKT100274,19856,2024-07-08 00:00:00,Payment,High,Closed,2024-07-08 12:00:00,12,1,AGT017
TKT100275,15740,2024-05-16 00:00:00,Order Issue,Low,Resolved,2024-05-20 05:00:00,101,,AGT019
TKT100276,14381,2024-09-17 00:00:00,Order Issue,Medium,Resolved,2024-09-17 16:00:00,16,,AGT015
TKT100277,16785,2024-03-07 00:00:00,Order Issue,Medium,Open,,,,AGT009
TKT100278,18455,2024-08-16 00:00:00,Payment,Medium,Open,,,,AGT002
TKT100279,16453,2024-10-24 00:00:00,Payment,Medium,Open,,,,AGT009
TKT100280,18181,2024-03-23 00:00:00,Product Query,Medium,Closed,2024-03-24 06:00:00,30,3,AGT010
TKT100281,16902,2024-10-07 00:00:00,Payment,Medium,Closed,2024-10-08 22:00:00,46,5,AGT008
TKT100282,16593,2024-09-02 00:00:00,Shipping,Low,In Progress,,,,AGT009
TKT100283,12429,2024-08-04 00:00:00,Returns,High,Resolved,2024-08-04 23:00:00,23,,AGT011
TKT100284,17593,2024-10-09 00:00:00,Order Issue,High,In Progress,,,,AGT016
TKT100285,14224,2024-10-28 00:00:00,Shipping,Urgent,Closed,2024-10-28 03:00:00,3,5,AGT012
TKT100286,14381,2024-09-12 00:00:00,Order Issue,Medium,Closed,2024-09-12 18:00:00,18,1,AGT020
TKT100287,10789,2024-05-29 00:00:00,Order Issue,Urgent,Closed,2024-05-29 01:00:00,1,4,AGT013
TKT100288,18361,2024-02-27 00:00:00,Returns,High,Closed,2024-02-27 21:00:00,21,4,AGT005
TKT100289,12571,2024-08-15 00:00:00,Payment,Medium,Closed,2024-08-17 05:00:00,53,1,AGT002
TKT100290,14738,2024-05-06 00:00:00,Returns,High,In Progress,,,,AGT005
TKT100291,15377,2024-03-02 00:00:00,Returns,Low,Closed,2024-03-04 02:00:00,50,3,AGT016
TKT100292,11054,2024-02-18 00:00:00,Product Query,Medium,Closed,2024-02-19 06:00:00,30,1,AGT016
TKT100293,12698,2024-06-10 00:00:00,Order Issue,High,Resolved,2024-06-10 06:00:00,6,,AGT002
TKT100294,17131,2024-02-16 00:00:00,Order Issue,Low,Resolved,2024-02-19 12:00:00,84,,AGT007
TKT100295,14227,2024-09-04 00:00:00,Product Query,High,Closed,2024-09-04 04:00:00,4,2,AGT002
TKT100296,10296,2024-04-19 00:00:00,Returns,Medium,Resolved,2024-04-21 14:00:00,62,,AGT018
TKT100297,12081,2024-05-24 00:00:00,Returns,Urgent,Closed,2024-05-24 05:00:00,5,4,AGT010
TKT100298,14161,2024-06-14 00:00:00,Order Issue,Low,Resolved,2024-06-19 17:00:00,137,,AGT014
TKT100299,18825,2024-01-23 00:00:00,Payment,High,In Progress,,,,AGT017
TKT100300,19953,2024-07-20 00:00:00,Other,Medium,Resolved,2024-07-21 05:00:00,29,,AGT017
TKT100301,12696,2024-10-02 00:00:00,Returns,Low,Closed,2024-10-04 16:00:00,64,5,AGT017
TKT100302,15891,2024-03-27 00:00:00,Order Issue,Low,Closed,2024-03-30 05:00:00,77,4,AGT002
TKT100303,18516,2024-01-17 00:00:00,Product Query,Low,Resolved,2024-01-19 01:00:00,49,,AGT012
TKT100304,19024,2024-10-14 00:00:00,Returns,High,Closed,2024-10-14 20:00:00,20,2,AGT009
TKT100305,18466,2024-03-14 00:00:00,Order Issue,Medium,Resolved,2024-03-15 13:00:00,37,,AGT005
TKT100306,11471,2024-06-03 00:00:00,Other,High,Resolved,2024-06-03 04:00:00,4,,AGT002
TKT100307,16027,2024-07-28 00:00:00,Order Issue,Low,In Progress,,,,AGT004
TKT100308,12204,2024-01-11 00:00:00,Product Query,Medium,In Progress,,,,AGT004
TKT100309,17653,2024-03-11 00:00:00,Payment,High,Resolved,2024-03-11 10:00:00,10,,AGT010
TKT100310,12204,2024-04-04 00:00:00,Product Query,Medium,Closed,2024-04-06 01:00:00,49,3,AGT013
TKT100311,19081,2024-08-31 00:00:00,Shipping,High,Resolved,2024-08-31 23:00:00,23,,AGT007
TKT100312,15571,2024-03-18 00:00:00,Order Issue,High,In Progress,,,,AGT004
TKT100313,17803,2024-04-10 00:00:00,Product Query,Medium,Closed,2024-04-11 13:00:00,37,5,AGT005
TKT100314,19026,2024-04-16 00:00:00,Returns,Medium,Closed,2024-04-18 14:00:00,62,1,AGT008
TKT100315,17097,2024-03-06 00:00:00,Other,Urgent,In Progress,,,,AGT005
TKT100316,12107,2024-10-07 00:00:00,Other,Medium,Closed,2024-10-08 19:00:00,43,1,AGT004
TKT100317,15174,2024-07-05 00:00:00,Product Query,Urgent,Resolved,2024-07-05 02:00:00,2,,AGT006
TKT100318,16376,2024-07-05 00:00:00,Technical,Medium,In Progress,,,,AGT015
TKT100319,18615,2024-05-14 00:00:00,Payment,High,Closed,2024-05-14 19:00:00,19,3,AGT006
TKT100320,14771,2024-04-13 00:00:00,Shipping,Medium,Closed,2024-04-13 17:00:00,17,4,AGT011
TKT100321,18556,2024-04-30 00:00:00,Order Issue,Low,Resolved,2024-05-05 07:00:00,127,,AGT005
TKT100322,19098,2024-09-30 00:00:00,Product Query,Medium,Closed,2024-10-01 23:00:00,47,5,AGT007
TKT100323,14510,2024-10-07 00:00:00,Payment,Medium,Resolved,2024-10-07 23:00:00,23,,AGT016
TKT100324,14298,2024-03-06 00:00:00,Order Issue,Low,Closed,2024-03-07 07:00:00,31,5,AGT001
TKT100325,11113,2024-08-05 00:00:00,Returns,Medium,Resolved,2024-08-06 03:00:00,27,,AGT019
TKT100326,11705,2024-03-28 00:00:00,Order Issue,Medium,Resolved,2024-03-30 16:00:00,64,,AGT007
TKT100327,15871,2024-10-31 00:00:00,Other,Medium,Resolved,2024-11-01 08:00:00,32,,AGT002
TKT100328,16504,2024-10-27 00:00:00,Order Issue,High,Closed,2024-10-27 05:00:00,5,4,AGT018
TKT100329,13010,2024-08-10 00:00:00,Returns,High,In Progress,,,,AGT019
TKT100330,10752,2024-04-09 00:00:00,Product Query,Low,Resolved,2024-04-12 03:00:00,75,,AGT005
TKT100331,15619,2024-03-03 00:00:00,Payment,Urgent,Open,,,,AGT016
TKT100332,17389,2024-06-14 00:00:00,Product Query,High,Closed,2024-06-14 09:00:00,9,4,AGT007
TKT100333,18430,2024-07-23 00:00:00,Returns,Medium,Resolved,2024-07-23 16:00:00,16,,AGT012
TKT100334,12849,2024-10-19 00:00:00,Order Issue,Low,Resolved,2024-10-24 01:00:00,121,,AGT018
TKT100335,16133,2024-01-15 00:00:00,Product Query,Medium,Resolved,2024-01-16 17:00:00,41,,AGT005
TKT100336,19877,2024-03-15 00:00:00,Product Query,Medium,Closed,2024-03-16 08:00:00,32,5,AGT017
TKT100337,13528,2024-05-13 00:00:00,Order Issue,Low,In Progress,,,,AGT001
TKT100338,11796,2024-06-09 00:00:00,Product Query,Low,Closed,2024-06-12 10:00:00,82,4,AGT004
TKT100339,18671,2024-10-12 00:00:00,Product Query,High,Closed,2024-10-12 06:00:00,6,5,AGT006
TKT100340,17036,2024-06-25 00:00:00,Order Issue,Medium,Closed,2024-06-27 00:00:00,48,2,AGT008
TKT100341,13713,2024-06-18 00:00:00,Shipping,Low,Closed,2024-06-20 16:00:00,64,4,AGT012
TKT100342,12499,2024-10-14 00:00:00,Order Issue,Low,Closed,2024-10-18 05:00:00,101,5,AGT006
TKT100343,13780,2024-10-25 00:00:00,Payment,High,Resolved,2024-10-25 17:00:00,17,,AGT016
TKT100344,16885,2024-01-27 00:00:00,Returns,High,Closed,2024-01-27 23:00:00,23,1,AGT011
TKT100345,13919,2024-09-28 00:00:00,Product Query,High,Resolved,2024-09-28 09:00:00,9,,AGT013
TKT100346,17423,2024-07-07 00:00:00,Returns,Medium,Resolved,2024-07-08 21:00:00,45,,AGT010
TKT100347,14127,2024-02-07 00:00:00,Product Query,Medium,In Progress,,,,AGT008
TKT100348,18254,2024-03-21 00:00:00,Returns,Medium,Resolved,2024-03-23 15:00:00,63,,AGT020
TKT100349,11405,2024-05-19 00:00:00,Returns,Low,Resolved,2024-05-22 12:00:00,84,,AGT018
TKT100350,17995,2024-07-01 00:00:00,Payment,Low,Closed,2024-07-04 19:00:00,91,5,AGT017
TKT100351,18658,2024-06-07 00:00:00,Product Query,Medium,Closed,2024-06-08 21:00:00,45,5,AGT017
TKT100352,15402,2024-05-10 00:00:00,Product Query,High,Open,,,,AGT015
TKT100353,16395,2024-10-17 00:00:00,Product Query,Low,Closed,2024-10-19 04:00:00,52,1,AGT003
TKT100354,15657,2024-01-06 00:00:00,Order Issue,Medium,Closed,2024-01-08 01:00:00,49,2,AGT010
TKT100355,19012,2024-07-07 00:00:00,Other,Urgent,Closed,2024-07-07 03:00:00,3,4,AGT001
TKT100356,12294,2024-02-21 00:00:00,Returns,Low,Resolved,2024-02-25 21:00:00,117,,AGT011
TKT100357,18473,2024-07-20 00:00:00,Shipping,Urgent,Closed,2024-07-20 05:00:00,5,5,AGT005
TKT100358,16417,2024-04-09 00:00:00,Shipping,High,Closed,2024-04-09 15:00:00,15,1,AGT009
TKT100359,14227,2024-02-05 00:00:00,Shipping,Medium,Resolved,2024-02-07 04:00:00,52,,AGT013
TKT100360,13131,2024-02-21 00:00:00,Order Issue,Low,Resolved,2024-02-25 23:00:00,119,,AGT007
TKT100361,12689,2024-07-27 00:00:00,Payment,Medium,Closed,2024-07-28 14:00:00,38,5,AGT009
TKT100362,17445,2024-09-17 00:00:00,Technical,Low,In Progress,,,,AGT015
TKT100363,16062,2024-01-15 00:00:00,Shipping,High,Closed,2024-01-15 13:00:00,13,4,AGT019
TKT100364,16563,2024-06-18 00:00:00,Order Issue,Low,Closed,2024-06-23 12:00:00,132,3,AGT007
TKT100365,10923,2024-05-24 00:00:00,Order Issue,Medium,Resolved,2024-05-26 09:00:00,57,,AGT011
TKT100366,18123,2024-09-19 00:00:00,Product Query,Low,Resolved,2024-09-20 10:00:00,34,,AGT013
TKT100367,19837,2024-04-26 00:00:00,Product Query,High,Resolved,2024-04-26 09:00:00,9,,AGT014
TKT100368,11592,2024-03-01 00:00:00,Technical,Medium,Resolved,2024-03-03 19:00:00,67,,AGT009
TKT100369,14711,2024-05-14 00:00:00,Returns,High,Closed,2024-05-14 07:00:00,7,2,AGT001
TKT100370,19321,2024-09-06 00:00:00,Technical,Medium,Closed,2024-09-06 12:00:00,12,2,AGT016
TKT100371,18801,2024-03-20 00:00:00,Order Issue,Medium,Open,,,,AGT019
TKT100372,16782,2024-01-23 00:00:00,Returns,Medium,Closed,2024-01-25 18:00:00,66,5,AGT001
TKT100373,19760,2024-03-24 00:00:00,Shipping,Low,In Progress,,,,AGT002
TKT100374,16693,2024-07-18 00:00:00,Order Issue,Medium,Resolved,2024-07-19 20:00:00,44,,AGT012
TKT100375,11918,2024-09-08 00:00:00,Order Issue,Medium,Closed,2024-09-08 16:00:00,16,5,AGT010
TKT100376,18122,2024-05-17 00:00:00,Order Issue,Medium,Open,,,,AGT005
TKT100377,11639,2024-03-05 00:00:00,Shipping,Medium,Resolved,2024-03-07 08:00:00,56,,AGT013
TKT100378,13166,2024-01-19 00:00:00,Payment,Low,In Progress,,,,AGT001
TKT100379,17695,2024-08-06 00:00:00,Product Query,Medium,Closed,2024-08-07 06:00:00,30,4,AGT013
TKT100380,14696,2024-03-17 00:00:00,Other,High,Resolved,2024-03-17 18:00:00,18,,AGT003
TKT100381,16665,2024-01-18 00:00:00,Returns,Low,In Progress,,,,AGT006
TKT100382,15215,2024-03-26 00:00:00,Order Issue,Medium,In Progress,,,,AGT012
TKT100383,11536,2024-02-01 00:00:00,Order Issue,Low,Resolved,2024-02-04 10:00:00,82,,AGT019
TKT100384,16283,2024-04-20 00:00:00,Order Issue,Low,In Progress,,,,AGT019
TKT100385,18210,2024-06-02 00:00:00,Technical,Low,Resolved,2024-06-07 13:00:00,133,,AGT004
TKT100386,16831,2024-06-06 00:00:00,Product Query,Low,Resolved,2024-06-09 17:00:00,89,,AGT009
TKT100387,15180,2024-03-08 00:00:00,Payment,Low,Resolved,2024-03-09 23:00:00,47,,AGT005
TKT100388,17412,2024-06-16 00:00:00,Order Issue,Medium,Closed,2024-06-18 10:00:00,58,3,AGT015
TKT100389,15581,2024-02-20 00:00:00,Returns,Low,Resolved,2024-02-24 03:00:00,99,,AGT010
TKT100390,16963,2024-05-12 00:00:00,Product Query,High,Open,,,,AGT009
TKT100391,17277,2024-09-13 00:00:00,Other,Low,Closed,2024-09-16 03:00:00,75,1,AGT018
TKT100392,15457,2024-10-12 00:00:00,Shipping,High,In Progress,,,,AGT004
TKT100393,15885,2024-10-08 00:00:00,Order Issue,Medium,Closed,2024-10-10 15:00:00,63,2,AGT007
TKT100394,16553,2024-05-12 00:00:00,Payment,High,In Progress,,,,AGT020
TKT100395,17934,2024-05-12 00:00:00,Product Query,Medium,In Progress,,,,AGT009
TKT100396,17643,2024-08-23 00:00:00,Returns,Low,Closed,2024-08-27 08:00:00,104,5,AGT003
TKT100397,15927,2024-10-05 00:00:00,Order Issue,Medium,Open,,,,AGT003
TKT100398,12204,2024-06-17 00:00:00,Returns,Low,Resolved,2024-06-18 05:00:00,29,,AGT012
TKT100399,14724,2024-05-01 00:00:00,Technical,Medium,Resolved,2024-05-02 04:00:00,28,,AGT005
TKT100400,17871,2024-05-17 00:00:00,Product Query,Medium,Closed,2024-05-17 12:00:00,12,3,AGT009
TKT100401,19365,2024-02-28 00:00:00,Order Issue,Medium,Resolved,2024-02-28 20:00:00,20,,AGT018
TKT100402,14574,2024-04-13 00:00:00,Product Query,Medium,Closed,2024-04-14 06:00:00,30,1,AGT020
TKT100403,17323,2024-05-02 00:00:00,Other,Urgent,Closed,2024-05-02 02:00:00,2,5,AGT006
TKT100404,14409,2024-03-14 00:00:00,Order Issue,Low,Closed,2024-03-17 02:00:00,74,5,AGT017
TKT100405,13045,2024-03-28 00:00:00,Returns,Low,Resolved,2024-03-29 17:00:00,41,,AGT007
TKT100406,12279,2024-03-12 00:00:00,Payment,Low,Resolved,2024-03-13 14:00:00,38,,AGT012
TKT100407,18330,2024-04-30 00:00:00,Product Query,Low,Closed,2024-05-04 14:00:00,110,5,AGT004
TKT100408,11896,2024-08-23 00:00:00,Payment,High,Closed,2024-08-23 19:00:00,19,3,AGT019
TKT100409,10729,2024-02-15 00:00:00,Product Query,Low,Resolved,2024-02-20 15:00:00,135,,AGT004
TKT100410,19087,2024-02-28 00:00:00,Product Query,Low,Closed,2024-03-02 12:00:00,84,2,AGT016
TKT100411,14031,2024-04-29 00:00:00,Product Query,Urgent,Closed,2024-04-29 03:00:00,3,2,AGT001
TKT100412,19023,2024-07-18 00:00:00,Order Issue,Low,Resolved,2024-07-21 03:00:00,75,,AGT010
TKT100413,19558,2024-06-11 00:00:00,Order Issue,Medium,Resolved,2024-06-13 21:00:00,69,,AGT002
TKT100414,15895,2024-06-09 00:00:00,Payment,Medium,In Progress,,,,AGT011
TKT100415,15548,2024-06-15 00:00:00,Order Issue,Medium,In Progress,,,,AGT003
TKT100416,16932,2024-09-05 00:00:00,Shipping,Urgent,Closed,2024-09-05 05:00:00,5,4,AGT015
TKT100417,14376,2024-10-20 00:00:00,Product Query,Medium,Resolved,2024-10-22 00:00:00,48,,AGT013
TKT100418,16956,2024-10-27 00:00:00,Technical,Medium,Closed,2024-10-29 12:00:00,60,1,AGT010
TKT100419,12786,2024-03-14 00:00:00,Product Query,Low,In Progress,,,,AGT011
TKT100420,16087,2024-03-21 00:00:00,Order Issue,Medium,Resolved,2024-03-22 10:00:00,34,,AGT020
TKT100421,11238,2024-03-22 00:00:00,Order Issue,Medium,Resolved,2024-03-23 05:00:00,29,,AGT015
TKT100422,10354,2024-04-14 00:00:00,Product Query,Medium,Open,,,,AGT002
TKT100423,14232,2024-10-22 00:00:00,Product Query,Medium,Resolved,2024-10-24 15:00:00,63,,AGT019
TKT100424,12525,2024-07-19 00:00:00,Returns,High,Closed,2024-07-19 11:00:00,11,5,AGT005
TKT100425,13965,2024-03-19 00:00:00,Product Query,Low,Closed,2024-03-24 08:00:00,128,5,AGT020
TKT100426,18158,2024-04-23 00:00:00,Product Query,Low,Closed,2024-04-26 17:00:00,89,4,AGT010
TKT100427,17066,2024-03-14 00:00:00,Technical,Medium,Closed,2024-03-14 13:00:00,13,2,AGT019
TKT100428,17665,2024-04-07 00:00:00,Payment,Medium,Resolved,2024-04-07 19:00:00,19,,AGT017
TKT100429,10878,2024-09-11 00:00:00,Product Query,Medium,Closed,2024-09-12 06:00:00,30,3,AGT001
TKT100430,13193,2024-07-09 00:00:00,Shipping,High,In Progress,,,,AGT020
TKT100431,11115,2024-09-01 00:00:00,Shipping,Low,Closed,2024-09-04 12:00:00,84,1,AGT014
TKT100432,19446,2024-02-15 00:00:00,Product Query,Low,Closed,2024-02-20 21:00:00,141,5,AGT006
TKT100433,18511,2024-03-11 00:00:00,Returns,Medium,Closed,2024-03-13 09:00:00,57,4,AGT016
TKT100434,16528,2024-07-25 00:00:00,Product Query,Low,Resolved,2024-07-29 09:00:00,105,,AGT013
TKT100435,17042,2024-01-06 00:00:00,Payment,Low,Closed,2024-01-08 22:00:00,70,1,AGT014
TKT100436,12127,2024-07-08 00:00:00,Technical,High,Closed,2024-07-08 19:00:00,19,2,AGT017
TKT100437,18851,2024-04-03 00:00:00,Technical,Low,Resolved,2024-04-05 11:00:00,59,,AGT014
TKT100438,16530,2024-06-03 00:00:00,Product Query,Urgent,Open,,,,AGT016
TKT100439,12051,2024-05-25 00:00:00,Product Query,Low,Resolved,2024-05-30 20:00:00,140,,AGT016
TKT100440,19070,2024-04-27 00:00:00,Technical,Low,Resolved,2024-04-28 07:00:00,31,,AGT002
TKT100441,13956,2024-03-31 00:00:00,Order Issue,Urgent,Open,,,,AGT003
TKT100442,19454,2024-07-26 00:00:00,Shipping,High,Closed,2024-07-26 13:00:00,13,2,AGT020
TKT100443,10617,2024-06-05 00:00:00,Product Query,Medium,Open,,,,AGT019
TKT100444,10451,2024-01-20 00:00:00,Order Issue,High,Closed,2024-01-20 09:00:00,9,2,AGT001
TKT100445,14385,2024-05-04 00:00:00,Returns,Urgent,Closed,2024-05-04 03:00:00,3,4,AGT013
TKT100446,14271,2024-02-15 00:00:00,Payment,Medium,Resolved,2024-02-15 17:00:00,17,,AGT011
TKT100447,19751,2024-09-09 00:00:00,Shipping,Medium,Resolved,2024-09-11 11:00:00,59,,AGT019
TKT100448,15619,2024-06-09 00:00:00,Order Issue,Medium,Open,,,,AGT017
TKT100449,12863,2024-04-03 00:00:00,Product Query,Medium,Resolved,2024-04-03 18:00:00,18,,AGT007
TKT100450,15421,2024-07-06 00:00:00,Returns,Low,Closed,2024-07-07 23:00:00,47,4,AGT004
TKT100451,17443,2024-09-24 00:00:00,Order Issue,Low,Resolved,2024-09-29 03:00:00,123,,AGT007
TKT100452,12353,2024-08-26 00:00:00,Product Query,Medium,Closed,2024-08-27 05:00:00,29,2,AGT012
TKT100453,12815,2024-08-19 00:00:00,Payment,Medium,Resolved,2024-08-21 18:00:00,66,,AGT018
TKT100454,11336,2024-08-11 00:00:00,Product Query,Low,Open,,,,AGT006
TKT100455,13957,2024-08-27 00:00:00,Shipping,Low,Closed,2024-08-31 15:00:00,111,1,AGT019
TKT100456,10205,2024-10-18 00:00:00,Order Issue,Medium,Closed,2024-10-18 13:00:00,13,4,AGT005
TKT100457,12600,2024-06-08 00:00:00,Product Query,High,Resolved,2024-06-08 12:00:00,12,,AGT014
TKT100458,11054,2024-02-11 00:00:00,Product Query,Low,In Progress,,,,AGT018
TKT100459,10543,2024-02-12 00:00:00,Product Query,High,In Progress,,,,AGT009
TKT100460,17277,2024-07-17 00:00:00,Shipping,Low,Closed,2024-07-18 08:00:00,32,2,AGT008
TKT100461,14463,2024-10-17 00:00:00,Order Issue,Low,In Progress,,,,AGT013
TKT100462,17176,2024-06-24 00:00:00,Shipping,Medium,Closed,2024-06-26 14:00:00,62,1,AGT008
TKT100463,16334,2024-06-24 00:00:00,Shipping,High,Open,,,,AGT003
TKT100464,11336,2024-03-20 00:00:00,Product Query,Low,Closed,2024-03-25 04:00:00,124,3,AGT019
TKT100465,17906,2024-09-30 00:00:00,Order Issue,Low,In Progress,,,,AGT009
TKT100466,16374,2024-10-25 00:00:00,Order Issue,Low,Open,,,,AGT002
TKT100467,10217,2024-10-20 00:00:00,Payment,Low,Closed,2024-10-22 13:00:00,61,5,AGT005
TKT100468,12531,2024-02-25 00:00:00,Returns,High,Resolved,2024-02-25 21:00:00,21,,AGT001
TKT100469,13580,2024-02-15 00:00:00,Other,Medium,Closed,2024-02-17 11:00:00,59,1,AGT010
TKT100470,14785,2024-01-03 00:00:00,Payment,Low,Resolved,2024-01-08 06:00:00,126,,AGT008
TKT100471,18556,2024-10-02 00:00:00,Order Issue,Medium,Resolved,2024-10-02 13:00:00,13,,AGT016
TKT100472,14171,2024-03-27 00:00:00,Product Query,Low,Closed,2024-03-29 23:00:00,71,1,AGT017
TKT100473,19093,2024-07-24 00:00:00,Shipping,Medium,Closed,2024-07-25 20:00:00,44,1,AGT012
TKT100474,10836,2024-03-27 00:00:00,Product Query,Medium,Closed,2024-03-29 22:00:00,70,5,AGT012
TKT100475,18163,2024-04-22 00:00:00,Returns,High,Closed,2024-04-22 14:00:00,14,1,AGT018
TKT100476,16205,2024-08-08 00:00:00,Other,Urgent,In Progress,,,,AGT006
TKT100477,18812,2024-03-24 00:00:00,Payment,Medium,Closed,2024-03-26 22:00:00,70,2,AGT012
TKT100478,18973,2024-08-11 00:00:00,Order Issue,Low,Closed,2024-08-13 17:00:00,65,3,AGT017
TKT100479,16420,2024-04-11 00:00:00,Payment,Low,Resolved,2024-04-15 12:00:00,108,,AGT004
TKT100480,19205,2024-07-19 00:00:00,Product Query,Low,Open,,,,AGT012
TKT100481,19629,2024-09-12 00:00:00,Other,Medium,Resolved,2024-09-13 11:00:00,35,,AGT001
TKT100482,10118,2024-08-09 00:00:00,Product Query,Medium,Closed,2024-08-11 21:00:00,69,5,AGT011
TKT100483,16053,2024-06-05 00:00:00,Technical,Medium,Closed,2024-06-07 07:00:00,55,4,AGT006
TKT100484,13987,2024-03-08 00:00:00,Shipping,Low,Resolved,2024-03-13 05:00:00,125,,AGT008
TKT100485,18355,2024-03-02 00:00:00,Product Query,Medium,Resolved,2024-03-04 23:00:00,71,,AGT002
TKT100486,15385,2024-04-24 00:00:00,Order Issue,Medium,Resolved,2024-04-25 19:00:00,43,,AGT005
TKT100487,19140,2024-02-15 00:00:00,Returns,Medium,Closed,2024-02-16 20:00:00,44,5,AGT006
TKT100488,18494,2024-10-16 00:00:00,Order Issue,High,Closed,2024-10-16 18:00:00,18,4,AGT006
TKT100489,18936,2024-01-26 00:00:00,Product Query,Low,Closed,2024-01-30 15:00:00,111,5,AGT002
TKT100490,11705,2024-02-14 00:00:00,Returns,Medium,Closed,2024-02-16 23:00:00,71,2,AGT001
TKT100491,11813,2024-05-04 00:00:00,Order Issue,Medium,Closed,2024-05-05 23:00:00,47,1,AGT017
TKT100492,18668,2024-06-01 00:00:00,Product Query,Medium,Closed,2024-06-02 05:00:00,29,4,AGT010
TKT100493,18554,2024-01-09 00:00:00,Payment,Medium,Resolved,2024-01-11 12:00:00,60,,AGT007
TKT100494,15865,2024-08-23 00:00:00,Product Query,Low,Open,,,,AGT010
TKT100495,11446,2024-10-07 00:00:00,Order Issue,High,In Progress,,,,AGT013
TKT100496,16869,2024-09-23 00:00:00,Payment,Low,Closed,2024-09-28 04:00:00,124,2,AGT002
TKT100497,19629,2024-03-28 00:00:00,Payment,High,Open,,,,AGT010
TKT100498,12854,2024-02-15 00:00:00,Order Issue,High,Closed,2024-02-15 05:00:00,5,5,AGT003
TKT100499,10356,2024-09-05 00:00:00,Product Query,Medium,Closed,2024-09-06 17:00:00,41,5,AGT012
TKT100500,14298,2024-01-13 00:00:00,Shipping,Low,Resolved,2024-01-15 13:00:00,61,,AGT011
TKT100501,18851,2024-07-12 00:00:00,Product Query,Medium,Closed,2024-07-14 14:00:00,62,4,AGT008
TKT100502,13698,2024-08-30 00:00:00,Order Issue,Low,Closed,2024-09-02 16:00:00,88,5,AGT016
TKT100503,15206,2024-04-30 00:00:00,Product Query,Medium,Closed,2024-05-02 20:00:00,68,1,AGT010
TKT100504,12803,2024-08-14 00:00:00,Order Issue,Medium,Open,,,,AGT016
TKT100505,16937,2024-05-07 00:00:00,Payment,Low,Closed,2024-05-11 01:00:00,97,3,AGT002
TKT100506,18797,2024-10-03 00:00:00,Technical,Medium,In Progress,,,,AGT019
TKT100507,13091,2024-08-07 00:00:00,Product Query,Urgent,Resolved,2024-08-07 01:00:00,1,,AGT006
TKT100508,14724,2024-03-04 00:00:00,Other,High,Resolved,2024-03-04 06:00:00,6,,AGT012
TKT100509,16397,2024-03-19 00:00:00,Shipping,Urgent,Resolved,2024-03-19 04:00:00,4,,AGT008
